Brown Stained Glass,mcl_core:glass_brown
Netherite Leggings,mcl_armor:leggings_netherite
Compass,mcl_compass:4
Compass,mcl_compass:3
Purpur Block,mcl_end:purpur_block
Preview Banner,mcl_banners:banner_preview_triangles_bottom_purple
Shulker,mobs_mc:shulker
Zombie Piglin,mobs_mc:zombified_piglin
Wolf,mobs_mc:wolf
Unknown Potion,mcl_potions:healing_2
nil,mcl_doors:iron_door_t_1
nil,mcl_doors:iron_door_b_1
Preview Banner,mcl_banners:banner_preview_triangles_top_purple
nil,mcl_doors:iron_door_b_2
Preview Banner,mcl_banners:banner_preview_flower_orange
Unknown Tipped Arrow,mcl_potions:healing_2_arrow
Preview Banner,mcl_banners:banner_preview_stripe_right_grey
Smithing Template,mcl_armor:spire
Map,mcl_maps:filled_map_mcl_skins_base_1B47A57FF_female_crea
Preview Banner,mcl_banners:banner_preview_globe_purple
Preview Banner,mcl_banners:banner_preview_gradient_orange
Unknown Potion,mcl_potions:harming_2_lingering
Preview Banner,mcl_banners:banner_preview_stripe_top_grey
Unknown Tipped Arrow,mcl_potions:harming_2_arrow
Map,mcl_maps:filled_map_mcl_skins_base_18D471DFF_male_crea
Unknown Potion,mcl_potions:swiftness_2
Preview Banner,mcl_banners:banner_preview_gradient_up_orange
Unknown Potion,mcl_potions:swiftness_2_splash
Preview Banner,mcl_banners:banner_preview_triangle_bottom_grey
Unknown Potion,mcl_potions:swiftness_2_lingering
Awkward Potion,mcl_potions:awkward_lingering
Green Terracotta,mcl_colorblocks:hardened_clay_green
Preview Banner,mcl_banners:banner_preview_half_horizontal_bottom_orange
Unknown Potion,mcl_potions:slowness_2
Fire,mcl_fire:fire
Eternal Fire,mcl_fire:eternal_fire
Green Concrete,mcl_colorblocks:concrete_green
Azure Bluet Flower Pot,mcl_flowerpots:flower_pot_azure_bluet
Preview Banner,mcl_banners:banner_preview_half_horizontal_orange
Dandelion Flower Pot,mcl_flowerpots:flower_pot_dandelion
Preview Banner,mcl_banners:banner_preview_triangles_bottom_grey
Oxeye Daisy Flower Pot,mcl_flowerpots:flower_pot_oxeye_daisy
Poppy Flower Pot,mcl_flowerpots:flower_pot_poppy
Orange Tulip Flower Pot,mcl_flowerpots:flower_pot_tulip_orange
Preview Banner,mcl_banners:banner_preview_half_vertical_orange
Red Tulip Flower Pot,mcl_flowerpots:flower_pot_tulip_red
Preview Banner,mcl_banners:banner_preview_triangles_top_grey
Dead Bush,mcl_core:deadbush
Allium,mcl_flowers:allium
Azure Bluet,mcl_flowers:azure_bluet
Preview Banner,mcl_banners:banner_preview_half_vertical_right_orange
Glow berry,mcl_lush_caves:glow_berry
Iron Leggings,mcl_armor:leggings_iron
Smithing Template,mcl_armor:ward
Fern,mcl_flowers:fern
Red Terracotta,mcl_colorblocks:hardened_clay_red
Preview Banner,mcl_banners:banner_preview_thing_orange
Oxeye Daisy,mcl_flowers:oxeye_daisy
Red Concrete Powder,mcl_colorblocks:concrete_powder_red
Crimson Bark Slab,mcl_stairs:slab_crimson_bark_top
Red Concrete,mcl_colorblocks:concrete_red
Rose Bush,mcl_flowers:rose_bush
Preview Banner,mcl_banners:banner_preview_triangle_top_pink
Sunflower,mcl_flowers:sunflower
Preview Banner,mcl_banners:banner_preview_guster_grey
Tall Grass,mcl_flowers:tallgrass
Double Tallgrass,mcl_flowers:double_grass
Double Tallgrass (Top Part),mcl_flowers:double_grass_top
Preview Banner,mcl_banners:banner_preview_triangles_bottom_pink
Pink Tulip,mcl_flowers:tulip_pink
Preview Banner,mcl_banners:banner_preview_flow_grey
White Tulip,mcl_flowers:tulip_white
Fishing Rod,mcl_fishing:fishing_rod
Creeper Head,mcl_heads:creeper
Skeleton Skull,mcl_heads:skeleton
Human Head,mcl_heads:steve
Wither Skeleton Skull,mcl_heads:wither_skeleton
Zombie Head,mcl_heads:zombie
Item Frame,mcl_itemframes:frame
Black Terracotta,mcl_colorblocks:hardened_clay_black
Ladder,mcl_core:ladder
Lava Source,mcl_core:lava_source
Flowing Lava,mcl_core:lava_flowing
Polished Granite Stairs,mcl_stairs:stair_granite_smooth_inner
Black Concrete,mcl_colorblocks:concrete_black
Acacia Bark Stairs,mcl_stairs:stair_acacia_bark
Preview Banner,mcl_banners:banner_preview_square_bottom_right_orange
Preview Banner,mcl_banners:banner_preview_piglin_pink
Smooth Stone,mcl_core:stone_smooth
Coal Ore,mcl_core:stone_with_coal
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_3,mcl_nether:nether_wart_0
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_4,mcl_nether:nether_wart_2
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_5
Amethyst Cluster,mcl_amethyst:amethyst_cluster
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_6
Composter(ready for harvest),mcl_composters:composter_ready
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_7
Gold Ore,mcl_core:stone_with_gold
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_8
Nether Brick,mcl_nether:netherbrick
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_9
Raw Gold,mcl_raw_ores:raw_gold
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_10
Light Grey Shulker Box,mcl_chests:grey_shulker_box
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_11
Redstone Ore,mcl_core:stone_with_redstone
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_12,mcl_comparators:comparator_on_sub
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_13,mcl_comparators:comparator_on_comp
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_14
Polished Diorite Slab,mcl_stairs:slab_diorite_smooth_top
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_15
Redstone Repeater (Delay 3),mesecons_delayer:delayer_off_3
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_16
Lapis Lazuli Ore,mcl_core:stone_with_lapis
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy_21,mesecons_delayer:delayer_on_3,mesecons_delayer:delayer_on_4
Redstone Torch,mesecons_torch:mesecon_torch_on,mesecons_torch:mesecon_torch_off
nil,mesecons_torch:mesecon_torch_on_wall
Prismarine Wall,mcl_walls:prismarine_1
Sea Pickle,mcl_ocean:sea_pickle_1_dead_brain_coral_block
nil,mcl_ocean:sea_pickle_2_dead_brain_coral_block
nil,mcl_ocean:sea_pickle_3_dead_brain_coral_block
Mossy Stone Brick Stairs,mcl_stairs:stair_stonebrickmossy_inner
Black Shulker Box,mcl_chests:black_shulker_box_small
Prismarine Wall,mcl_walls:prismarine_4
Brown Shulker Box,mcl_chests:brown_shulker_box_small
Prismarine Wall,mcl_walls:prismarine_5
Green Shulker Box,mcl_chests:dark_green_shulker_box_small
Prismarine Wall,mcl_walls:prismarine_6
Mossy Stone Brick Slab,mcl_stairs:slab_stonebrickmossy_top
Prismarine Wall,mcl_walls:prismarine_7
Orange Shulker Box,mcl_chests:orange_shulker_box_small
Magenta Shulker Box,mcl_chests:magenta_shulker_box_small
Pink Shulker Box,mcl_chests:pink_shulker_box_small
Prismarine Wall,mcl_walls:prismarine_9
Red Shulker Box,mcl_chests:red_shulker_box_small
Prismarine Wall,mcl_walls:prismarine_10
White Shulker Box,mcl_chests:white_shulker_box_small
Prismarine Wall,mcl_walls:prismarine_11
Mud Brick Slab,mcl_stairs:slab_mud_brick_top
Prismarine Wall,mcl_walls:prismarine_12
Hoglin,mobs_mc:hoglin
Prismarine Wall,mcl_walls:prismarine_13
Gilded Blackstone,mcl_blackstone:blackstone_gilded
Piglin Banner Pattern,mcl_banners:pattern_piglin
Netherite Upgrade Template,mcl_nether:netherite_upgrade_template
Prismarine Wall,mcl_walls:prismarine_15
Smithing Template,mcl_armor:rib
Prismarine Wall,mcl_walls:prismarine_16
Light Grey Concrete Powder,mcl_colorblocks:concrete_powder_silver
Prismarine Wall,mcl_walls:prismarine_21
Redstone Trail (11111011),mesecons:wire_11111011_off
Preview Banner,mcl_banners:banner_preview_diagonal_up_right_white
nil,mcl_doors:door_warped_b_1
End Stone Brick Wall,mcl_walls:endbricks_0
Composter (5/7 filled),mcl_composters:composter_5
End Stone Brick Wall,mcl_walls:endbricks_1
nil,mcl_doors:door_warped_t_1
End Stone Brick Wall,mcl_walls:endbricks_2
Clock,mcl_clock:clock_61
End Stone Brick Wall,mcl_walls:endbricks_3
Powered Redstone Trail (01110111),mesecons:wire_01110111_on
Redstone Trail (01110111),mesecons:wire_01110111_off
Powered Redstone Trail (11100010),mesecons:wire_11100010_on
Redstone Trail (11100010),mesecons:wire_11100010_off
Preview Banner,mcl_banners:banner_preview_diagonal_left_white
Composter (3/7 filled),mcl_composters:composter_3
Composter (2/7 filled),mcl_composters:composter_2
Composter (1/7 filled),mcl_composters:composter_1
of Swiftness,mcl_potions:swiftness_splash
Light Blue Terracotta,mcl_colorblocks:hardened_clay_light_blue
Preview Banner,mcl_banners:banner_preview_flower_white
Composter,mcl_composters:composter
Light Blue Concrete Powder,mcl_colorblocks:concrete_powder_light_blue
Powered Redstone Trail (00110010),mesecons:wire_00110010_on
Redstone Trail (00110010),mesecons:wire_00110010_off
nil,mcl_doors:trapdoor_warped_open
of Swiftness,mcl_potions:swiftness_lingering
Preview Banner,mcl_banners:banner_preview_gradient_white
Map,mcl_maps:filled_map_mcl_skins_character_1_female_surv
Map,mcl_maps:filled_map_character_male_surv
Warped Stairs,mcl_stairs:stair_warped
Map,mcl_maps:filled_map_mcl_skins_base_18D471DFF_male_surv
Warped Stairs,mcl_stairs:stair_warped_outer
Mangrove Propagule Flower Pot,mcl_flowerpots:flower_pot_propagule
Powered Redstone Trail (10110010),mesecons:wire_10110010_on
Redstone Trail (10110010),mesecons:wire_10110010_off
Map,mcl_maps:filled_map_mcl_skins_base_18D471DFF_female_surv
Map,mcl_maps:filled_map_mcl_skins_base_1B47A57FF_male_surv
Map,mcl_maps:filled_map_mcl_skins_base_1B47A57FF_female_surv
Map,mcl_maps:filled_map_mcl_skins_base_1EEB592FF_male_surv
Warped Bark Stairs,mcl_stairs:stair_warped_bark
Preview Banner,mcl_banners:banner_preview_half_horizontal_bottom_white
Warped Bark Stairs,mcl_stairs:stair_warped_bark_outer
Warped Bark Stairs,mcl_stairs:stair_warped_bark_inner
Map,mcl_maps:filled_map_mcl_skins_base_1EEB592FF_female_surv
Powered Redstone Trail (01110010),mesecons:wire_01110010_on
Redstone Trail (01110010),mesecons:wire_01110010_off
Lectern,mcl_lectern:lectern
Preview Banner,mcl_banners:banner_preview_half_horizontal_white
Map,mcl_maps:filled_map_mcl_skins_character_1_female_crea
Dead Bush Flower Pot,mcl_flowerpots:flower_pot_deadbush
Warped Slab,mcl_stairs:slab_warped
Warped Slab,mcl_stairs:slab_warped_top
Warped Slab,mcl_stairs:slab_warped_double
Map,mcl_maps:filled_map_character_male_crea
Preview Banner,mcl_banners:banner_preview_half_vertical_white
Powered Redstone Trail (11110010),mesecons:wire_11110010_on
Redstone Trail (11110010),mesecons:wire_11110010_off
Light,mcl_core:light_0
Map,mcl_maps:filled_map_mcl_skins_base_18D471DFF_female_crea
Map,mcl_maps:filled_map_mcl_skins_base_1B47A57FF_male_crea
Map,mcl_maps:filled_map_mcl_skins_base_1EEB592FF_male_crea
Preview Banner,mcl_banners:banner_preview_half_vertical_right_white
Map,mcl_maps:filled_map_mcl_skins_base_1EEB592FF_female_crea
Light,mcl_core:light_1
A place to plant flower crops,mcl_villages:crop_flower_4
Block of Raw Copper,mcl_copper:block_raw
Light,mcl_core:light_2
Redstone Trail (10101010),mesecons:wire_10101010_off
Preview Banner,mcl_banners:banner_preview_thing_white
Light,mcl_core:light_3
Brewing Stand,mcl_brewing:stand_011
Brewing Stand,mcl_brewing:stand_100
Light,mcl_core:light_4
Brewing Stand,mcl_brewing:stand_000
Totem of Undying,mcl_totems:totem
Preview Banner,mcl_banners:banner_preview_rhombus_white
Light,mcl_core:light_5
Powered Redstone Trail (11101010),mesecons:wire_11101010_on
Redstone Trail (11101010),mesecons:wire_11101010_off
Light,mcl_core:light_6
nil,mcl_meshhand:mcl_skins_character_1_female_surv
nil,mcl_meshhand:character_male_surv
Light,mcl_core:light_7
nil,mcl_meshhand:mcl_skins_base_18D471DFF_male_surv
Crimson Roots,mcl_crimson:crimson_roots
Light,mcl_core:light_8
Twisting Vines,mcl_crimson:twisting_vines
Nether Sprouts,mcl_crimson:nether_sprouts
Light,mcl_core:light_9
Redstone Trail (10111010),mesecons:wire_10111010_off
nil,mcl_meshhand:mcl_skins_base_18D471DFF_female_surv
Light,mcl_core:light_10
nil,mcl_meshhand:mcl_skins_base_1B47A57FF_male_surv
nil,mcl_meshhand:mcl_skins_base_1B47A57FF_female_surv
Light,mcl_core:light_11
nil,mcl_chests:trapped_chest_on_small
Spruce Trapdoor,mcl_doors:trapdoor_spruce
Light,mcl_core:light_12 Copper Door,mcl_copper:door
Powered Redstone Trail (11111010),mesecons:wire_11111010_on
Light,mcl_core:light_13
Pink Shulker Box,mcl_chests:pink_shulker_box
nil,mcl_meshhand:character_male_crea
Light,mcl_core:light_14
nil,mcl_meshhand:mcl_skins_base_18D471DFF_male_crea Cut Copper,mcl_copper:block_cut
Purpur Slab,mcl_stairs:slab_purpur_block_top
nil,mcl_meshhand:mcl_skins_base_1B47A57FF_male_crea
Spruce Fence,mcl_fences:spruce_fence
Exposed Cut Copper,mcl_copper:block_exposed_cut
Powered Redstone Trail (01100110),mesecons:wire_01100110_on
Redstone Trail (01100110),mesecons:wire_01100110_off
nil,mcl_meshhand:mcl_skins_base_1EEB592FF_male_crea
Weathered Cut Copper,mcl_copper:block_weathered_cut
A place to plant root crops,mcl_villages:crop_root_4
Glistering Melon,mcl_potions:speckled_melon
Lingering Water Bottle,mcl_potions:water_lingering
Oxidized Cut Copper,mcl_copper:block_oxidized_cut
A place to plant root crops,mcl_villages:crop_root_5
River Water Bottle,mcl_potions:river_water
Water Bottle,mcl_potions:water
Powered Redstone Trail (11100110),mesecons:wire_11100110_on
Redstone Trail (11100110),mesecons:wire_11100110_off
Fermented Spider Eye,mcl_potions:fermented_spider_eye
nil,mcl_farming:melontige_linked_r
nil,mcl_farming:melontige_linked_l
nil,mcl_farming:melontige_linked_t
nil,mcl_farming:melontige_linked_b
Unknown Tipped Arrow,mcl_potions:night_vision_plus_arrow
Unknown Potion,mcl_potions:night_vision_plus_lingering
Unknown Potion,mcl_potions:night_vision_plus_splash
Unknown Potion,mcl_potions:night_vision_plus
Clay Ball,mcl_core:clay_lump
Redstone Trail (01110110),mesecons:wire_01110110_off
Unknown Tipped Arrow,mcl_potions:swiftness_plus_arrow
Unknown Potion,mcl_potions:swiftness_plus_lingering
Unknown Potion,mcl_potions:swiftness_plus_splash
Cave Spider,mobs_mc:cave_spider
Unknown Potion,mcl_potions:swiftness_plus
Unknown Tipped Arrow,mcl_potions:slowness_plus_arrow
Acacia Bark Stairs,mcl_stairs:stair_acacia_bark_outer
Acacia Bark Stairs,mcl_stairs:stair_acacia_bark_inner
Unknown Potion,mcl_potions:slowness_plus_lingering
Powered Redstone Trail (11110110),mesecons:wire_11110110_on
Redstone Trail (11110110),mesecons:wire_11110110_off
Unknown Potion,mcl_potions:slowness_plus_splash Chiseled Copper,mcl_copper:block_chiseled
Unknown Potion,mcl_potions:slowness_plus
Unknown Tipped Arrow,mcl_potions:leaping_plus_arrow
Acacia Slab,mcl_stairs:slab_acacia
Acacia Slab,mcl_stairs:slab_acacia_top
Acacia Slab,mcl_stairs:slab_acacia_double
Sugar,mcl_core:sugar Copper Grate,mcl_copper:block_grate
Powered Redstone Trail (11101110),mesecons:wire_11101110_on
Redstone Trail (11101110),mesecons:wire_11101110_off
Music Disc,mcl_jukebox:record_chirp
Unknown Potion,mcl_potions:leaping_plus_lingering Copper Bulb On,mcl_copper:bulb_on
Unknown Potion,mcl_potions:leaping_plus_splash
Terracotta,mcl_colorblocks:hardened_clay
Music Disc,mcl_jukebox:record_mall Copper Bulb,mcl_copper:bulb_off
Crimson Fungus,mcl_crimson:crimson_fungus
Acacia Bark Slab,mcl_stairs:slab_acacia_bark
Powered Redstone Trail (11111110),mesecons:wire_11111110_on
Redstone Trail (11111110),mesecons:wire_11111110_off
A place to plant bush crops,mcl_villages:crop_bush_4
Unknown Tipped Arrow,mcl_potions:withering_plus_arrow
Unknown Potion,mcl_potions:withering_plus_lingering
A place to plant bush crops,mcl_villages:crop_bush_5
Unknown Potion,mcl_potions:withering_plus
Cracked Deepslate Brick Slab,mcl_stairs:slab_deepslate_bricks_cracked
Cracked Deepslate Brick Slab,mcl_stairs:slab_deepslate_bricks_cracked_top
Cracked Deepslate Brick Slab,mcl_stairs:slab_deepslate_bricks_cracked_double
Unknown Potion,mcl_potions:poison_plus
Powered Redstone Trail (00010001),mesecons:wire_00010001_on
Redstone Trail (00010001),mesecons:wire_00010001_off
Acacia Sign,mcl_signs:wall_sign_acacia
A place to plant bush crops,mcl_villages:crop_bush_8
Unknown Potion,mcl_potions:regeneration_plus_lingering
nil,mcl_copper:trapdoor_open
A place to plant tree crops,mcl_villages:crop_tree_1
Unknown Potion,mcl_potions:regeneration_plus
Preview Banner,mcl_banners:banner_preview_stripe_right_blue
Cracked Deepslate Tile Stairs,mcl_stairs:stair_deepslate_tiles_cracked
Unknown Potion,mcl_potions:invisibility_plus_lingering
Powered Redstone Trail (10010001),mesecons:wire_10010001_on
Redstone Trail (10010001),mesecons:wire_10010001_off
Daylight Sensor,mesecons_solarpanel:solar_panel_off
Preview Banner,mcl_banners:banner_preview_stripe_top_blue
Acacia Pressure Plate,mesecons_pressureplates:pressure_plate_acacia_off
Unknown Potion,mcl_potions:invisibility_plus
nil,mesecons_pressureplates:pressure_plate_acacia_on
Cracked Deepslate Tile Slab,mcl_stairs:slab_deepslate_tiles_cracked
nil,mcl_copper:door_b_1
Preview Banner,mcl_banners:banner_preview_triangle_bottom_blue
Acacia Button,mesecons_button:button_acacia_off
Powered Redstone Trail (01010001),mesecons:wire_01010001_on
nil,mcl_copper:door_t_1
A place to plant tree crops,mcl_villages:crop_tree_6
Jungle Bark Stairs,mcl_stairs:stair_jungle_bark_outer
nil,mcl_copper:door_b_2
nil,mesecons_button:button_acacia_on
Unknown Potion,mcl_potions:water_breathing_plus
nil,mcl_copper:door_t_2
A place to plant tree crops,mcl_villages:crop_tree_8
Premature Potato Plant (Stage 1),mcl_farming:potato_1
Preview Banner,mcl_banners:banner_preview_triangles_bottom_blue
Powered Redstone Trail (11010001),mesecons:wire_11010001_on
Redstone Trail (11010001),mesecons:wire_11010001_off
Unknown Potion,mcl_potions:fire_resistance_plus_lingering
Unknown Potion,mcl_potions:fire_resistance_plus_splash
Honeycomb,mcl_honey:honeycomb
Acacia Boat,mcl_boats:boat_acacia
nil,mcl_mushrooms:brown_mushroom_block_cap_010111
End Stone Slab,mcl_stairs:slab_end_stone
Oxidized Chiseled Copper,mcl_copper:block_oxidized_chiseled
End Stone Slab,mcl_stairs:slab_end_stone_double
nil,mcl_mushrooms:brown_mushroom_block_cap_011110
Powered Redstone Trail (00110001),mesecons:wire_00110001_on
Redstone Trail (00110001),mesecons:wire_00110001_off
Unknown Tipped Arrow,mcl_potions:poison_2_arrow
A place to plant flower crops,mcl_villages:crop_flower_6
Oxidized Copper Grate,mcl_copper:block_oxidized_grate
nil,mcl_mushrooms:brown_mushroom_block_cap_001101
Preview Banner,mcl_banners:banner_preview_piglin_blue
Premature Potato Plant (Stage 2),mcl_farming:potato_2
Premature Potato Plant (Stage 3),mcl_farming:potato_3
Oxidized Copper Bulb On,mcl_copper:bulb_oxidized_on
Premature Potato Plant (Stage 5),mcl_farming:potato_5
Powered Redstone Trail (10110001),mesecons:wire_10110001_on
Redstone Trail (10110001),mesecons:wire_10110001_off
Oxidized Copper Bulb,mcl_copper:bulb_oxidized_off
Polished Granite Slab,mcl_stairs:slab_granite_smooth
Polished Granite Slab,mcl_stairs:slab_granite_smooth_double
Budding Amethyst,mcl_amethyst:budding_amethyst_block
Terracotta Stairs,mcl_stairs:stair_hardened_clay
Preview Banner,mcl_banners:banner_preview_flow_blue
Terracotta Stairs,mcl_stairs:stair_hardened_clay_outer
Terracotta Stairs,mcl_stairs:stair_hardened_clay_inner
Brown Terracotta,mcl_colorblocks:hardened_clay_brown
Powered Redstone Trail (01110001),mesecons:wire_01110001_on
Redstone Trail (01110001),mesecons:wire_01110001_off
Packed Mud,mcl_mud:packed_mud
Brown Concrete Powder,mcl_colorblocks:concrete_powder_brown
Terracotta Slab,mcl_stairs:slab_hardened_clay
Frosted Ice,mcl_core:frosted_ice_1
Terracotta Slab,mcl_stairs:slab_hardened_clay_double
Preview Banner,mcl_banners:banner_preview_border_brown
nil,mcl_copper:trapdoor_oxidized_open
Oxidized Copper Door,mcl_copper:door_oxidized
Birch Bark,mcl_trees:bark_birch
Frosted Ice,mcl_core:frosted_ice_3
Unknown Potion,mcl_potions:slowness_2_splash
Preview Banner,mcl_banners:banner_preview_bricks_brown
Unknown Tipped Arrow,mcl_potions:swiftness_2_arrow
Unknown Potion,mcl_potions:harming_2_splash
Unknown Potion,mcl_potions:harming_2
